Unnamed: 0.1,Unnamed: 0,occupation.label,employer.name,description.text,Mask_score,Mask_ord,Annons_length,har_mask_ord,cluster_label
908,32586,Systemutvecklare/Programmerare,Pensionsmyndigheten,"Pensionsmyndigheten ansvarar för den allmänna pensionen och informerar om hela pensionen. Vi är cirka 1600 medarbetare på åtta orter, från Luleå i norr till Halmstad i söder.

Vi gör pensioner enklare!

Pensionsmyndigheten är i teknisk framkant. IT-avdelningen har ca 450 medarbetare. Storleken behövs, bland annat för att möta kommande reformer i pensionssystemet för långsiktigt trygga pensioner. Vi står inför omfattande utveckling under många år med den senaste tekniken och med moderna arbetssätt. På IT-avdelningen möter du i en kultur med driv och hög ambitionsnivå, samtidigt som vi värnar om en sund balans mellan arbete och privatliv. Vår vision är att leverera bäst IT för Sverige.

Som utvecklare hanterar du stora datamängder, många integrationer, backend-funktioner och användargränssnitt. Det programmeringsspråk vi använder i särklass mest är Java. Teknikstacken har mycket open source.

Du kommer att ingå i en systemutvecklingsorganisation med muskler och långsiktighet. Vi automatiserar komplicerade beräkningsregler för svenskars pension, etablerar integrationer med EU:s centraliserade socialförsäkringssystem och bygger systemstöd åt myndighetens tusen handläggare — för att nämna några saker. Vi är en helt teambaserad organisation och noga med team, teknik och agilitet.

Vi uppskattar att du har och utvecklar teknisk bredd. Det kan vara servercertifikat, nästa programmeringsspråk, Docker, HTTP:s returkoder etc. 

Teamen är tvärfunktionella, självgående och självorganiserande för att ta hantera alla delar av utvecklingskedjan. Vi jobbar i korta cykler och driftsätter ofta, enligt agila principer. Automatiska tester är helt avgörande.

Vi kompetensutvecklar oss kontinuerligt. Systemutvecklingsorganisationen är stor. Det finns många kollegor att lära av och teknik och team att rotera till när man vill för sin vidareutveckling. Vi är noga med vår kompetens.

Du arbetar på kontoret och hemifrån som det passar dig själv, dina kollegor och ditt arbete.
Utbildning och erfarenhet:
Vi ser att du:
- är utbildad systemvetare, dataingenjör eller har skaffat dig motsvarande kunskaper på annat sätt.
- har gedigen Javakompetens och har arbetat minst 3 år som professionell programmerare
- har erfarenhet av Spring Framework och gärna också av Spring Boot.
- har arbetat med affärskritiska system med höga krav på upptid
- vill växa som systemutvecklare och bli bredare och vassare på allt från DevOps till systemarkitektur
- är väl bekant med något testramverk, exempelvis JUnit, Mockito eller TestNG
- har flera års erfarenhet av att arbeta med kod- och byggverktyg som Git och Maven
- är lika flink i ditt IDE (De flesta av oss kör IntelliJ eller Eclipse) som i valfritt unixskal
- är kunnig i SQL och att arbeta mot databaser
- är nyfiken på flera programmeringsspråk även om du inte använt dem professionellt. Du kanske gillar Kotlin? Det gör vi.
- har erfarenhet av att arbeta i agila team
- behärskar svenska språket väl.

Egenskaper:
För att trivas i rollen är det viktigt att du är kommunikativ och vill skapa goda relationer. Du är stark i samarbete och gillar team där man delar med sig av kunskaper och lär av varandra. Du säger din mening och lyssnar på andras. Du lär känna oss kollegor i arbetet och när vi fikar tillsammans. Du är också mycket bekväm i samarbete på distans och nyttjar alla kanaler och verktyg för det.

Du är en problemlösare som gillar att omsätta komplexa krav till strukturerad kod. Hos oss får du en hög grad av frihet och vi förväntar oss att du tar ansvar, tar egna initiativ och att du har en drivkraft att få saker gjorda. Du engagerar dig i det vi gör.

Du har djupa och breda tekniska kunskaper och ett intresse av att hålla dig ajour med aktuella kunskaper över tid.

Vi bryr oss om vår kultur och hur vi tillsammans påverkar vår gemensamma arbetsplats. Hos oss är alla med på den ständiga resan.

Vi lägger stor vikt vid dina personliga egenskaper.

Övrigt:
Pensionsmyndigheten ansvarar för den allmänna pensionen och informerar om hela pensionen. Vi är cirka 1600 medarbetare på åtta orter, från Luleå i norr till Halmstad i söder.

Vi gör pensioner enklare!

Tjänsten är en tillsvidareanställning, vi tillämpar provanställning om 6 månader. Vi använder oss av intervjuer och tester i kombination i urvalsprocessen.

Då anställningen är placerad i säkerhetsklass krävs svenskt medborgarskap. Säkerhetsprövning med registerkontroll enligt Säkerhetsskyddslagen (2018:585) kommer att genomföras innan anställning.

Vi strävar efter en jämn könsfördelning och ser mångfald som en styrka och välkomnar därför sökande med olika bakgrund.

För mer information:
För mer information om tjänsten, kontakta gruppchef



Fackliga representanter:



Nyfiken att läsa mer om IT på Pensionsmyndigheten?
Kika då in på vår sida, https://www.pensionsmyndigheten.se/itjobb.

Vi har i denna rekrytering tagit ställning till vilka annonseringskanaler som ska användas, varför vi undanber oss alla samtal från säljare.",3,"['ambiti', 'självgå', 'vass']",757,True,1.0
909,32588,Systemutvecklare/Programmerare,Pensionsmyndigheten,"Pensionsmyndigheten ansvarar för den allmänna pensionen och informerar om hela pensionen. Vi är cirka 1600 medarbetare på åtta orter, från Luleå i norr till Halmstad i söder.

Vi gör pensioner enklare!

Pensionsmyndigheten är i teknisk framkant. IT-avdelningen har ca 450 medarbetare. Storleken behövs, bland annat för att möta kommande reformer i pensionssystemet för långsiktigt trygga pensioner. Vi står inför omfattande utveckling under många år med den senaste tekniken och med moderna arbetssätt. På IT-avdelningen möter du i en kultur med driv och hög ambitionsnivå, samtidigt som vi värnar om en sund balans mellan arbete och privatliv. Vår vision är att leverera bäst IT för Sverige.

Som utvecklare hanterar du stora datamängder, många integrationer, backend-funktioner och användargränssnitt. Det programmeringsspråk vi använder i särklass mest är Java. Teknikstacken har mycket open source.

Du kommer att ingå i en systemutvecklingsorganisation med muskler och långsiktighet. Vi automatiserar komplicerade beräkningsregler för svenskars pension, etablerar integrationer med EU:s centraliserade socialförsäkringssystem och bygger systemstöd åt myndighetens tusen handläggare — för att nämna några saker. Vi är en helt teambaserad organisation och noga med team, teknik och agilitet.

Vi uppskattar att du har och utvecklar teknisk bredd. Det kan vara servercertifikat, nästa programmeringsspråk, Docker, HTTP:s returkoder etc. 

Teamen är tvärfunktionella, självgående och självorganiserande för att ta hantera alla delar av utvecklingskedjan. Vi jobbar i korta cykler och driftsätter ofta, enligt agila principer. Automatiska tester är helt avgörande.

Vi kompetensutvecklar oss kontinuerligt. Systemutvecklingsorganisationen är stor. Det finns många kollegor att lära av och teknik och team att rotera till när man vill för sin vidareutveckling. Vi är noga med vår kompetens.

Du arbetar på kontoret och hemifrån som det passar dig själv, dina kollegor och ditt arbete.
Utbildning och erfarenhet:
Vi ser att du:
- är utbildad systemvetare, dataingenjör eller har skaffat dig motsvarande kunskaper på annat sätt.
- har gedigen Javakompetens och har arbetat minst 3 år som professionell programmerare
- har erfarenhet av Spring Framework och gärna också av Spring Boot.
- har arbetat med affärskritiska system med höga krav på upptid
- vill växa som systemutvecklare och bli bredare och vassare på allt från DevOps till systemarkitektur
- är väl bekant med något testramverk, exempelvis JUnit, Mockito eller TestNG
- har flera års erfarenhet av att arbeta med kod- och byggverktyg som Git och Maven
- är lika flink i ditt IDE (De flesta av oss kör IntelliJ eller Eclipse) som i valfritt unixskal
- är kunnig i SQL och att arbeta mot databaser
- är nyfiken på flera programmeringsspråk även om du inte använt dem professionellt. Du kanske gillar Kotlin? Det gör vi.
- har erfarenhet av att arbeta i agila team
- behärskar svenska språket väl.

Egenskaper:
För att trivas i rollen är det viktigt att du är kommunikativ och vill skapa goda relationer. Du är stark i samarbete och gillar team där man delar med sig av kunskaper och lär av varandra. Du säger din mening och lyssnar på andras. Du lär känna oss kollegor i arbetet och när vi fikar tillsammans. Du är också mycket bekväm i samarbete på distans och nyttjar alla kanaler och verktyg för det.

Du är en problemlösare som gillar att omsätta komplexa krav till strukturerad kod. Hos oss får du en hög grad av frihet och vi förväntar oss att du tar ansvar, tar egna initiativ och att du har en drivkraft att få saker gjorda. Du engagerar dig i det vi gör.

Du har djupa och breda tekniska kunskaper och ett intresse av att hålla dig ajour med aktuella kunskaper över tid.

Vi bryr oss om vår kultur och hur vi tillsammans påverkar vår gemensamma arbetsplats. Hos oss är alla med på den ständiga resan.

Vi lägger stor vikt vid dina personliga egenskaper.

Övrigt:
Pensionsmyndigheten ansvarar för den allmänna pensionen och informerar om hela pensionen. Vi är cirka 1600 medarbetare på åtta orter, från Luleå i norr till Halmstad i söder.

Vi gör pensioner enklare!

Tjänsten är en tillsvidareanställning, vi tillämpar provanställning om 6 månader. Vi använder oss av intervjuer och tester i kombination i urvalsprocessen.

Då anställningen är placerad i säkerhetsklass krävs svenskt medborgarskap. Säkerhetsprövning med registerkontroll enligt Säkerhetsskyddslagen (2018:585) kommer att genomföras innan anställning.

Vi strävar efter en jämn könsfördelning och ser mångfald som en styrka och välkomnar därför sökande med olika bakgrund.

För mer information:
För mer information om tjänsten, kontakta gruppchef



Fackliga representanter:



Nyfiken att läsa mer om IT på Pensionsmyndigheten?
Kika då in på vår sida, https://www.pensionsmyndigheten.se/itjobb.

Vi har i denna rekrytering tagit ställning till vilka annonseringskanaler som ska användas, varför vi undanber oss alla samtal från säljare.",3,"['ambiti', 'självgå', 'vass']",757,True,1.0
910,32708,Systemutvecklare/Programmerare,Arbetsförmedlingen,"Välkommen till jobbet som får Sverige i arbete! Här arbetar du på regeringens uppdrag för en arbetsmarknad som hjälper människor framåt. Vi frigör möjligheter så att arbetssökande hittar sysselsättning och arbetsgivare sin nästa medarbetare. För att nå målet behöver vi samarbeta, i myndigheten men också med olika externa aktörer i hela landet. Tillsammans driver vi förändring, utvecklar nya arbetssätt och skapar lösningar som gör att Sverige kan fortsätta framåt. Vill du bli en av oss?




Arbetsförmedlingen söker UX-designer som vill göra skillnad!

Vilka är vi
Vi är en enhet som ansvarar för digitalisering och det digitala mötet med Arbetsförmedlingen.

Vi jobbar i tvärfunktionella team där den samlade kompetensen och erfarenheten används för att bygga kundcentrerade lösningar i teknikens framkant med slutanvändarens upplevelse i fokus. Vi jobbar kundcentrerat hela vägen från strategifas till färdig leverans, datadrivet och gärna hypotesbaserat.

Vem söker vi
Vi söker just nu en UX-designer som vill skapa samhällsnytta och en riktigt bra digital kundupplevelse där du i samarbete med kollegor jobbar med att skapa en helhetsupplevelse för de som använder Arbetsförmedlingens digitala tjänster.

Du kommer att arbeta med allt från idégenerering, framtagning av koncept, prototyping, detaljerad interaktionsdesign samt kundvalidering genom bl.a. användningstester. Arbetet innebär många interna och externa kontaktytor.

Kvalifikationer
Vi söker dig som har erfarenhet av

 - konceptdesign, interaktionsdesign och utveckling av tjänster för responsiv webb och kan uppvisa flertal exempel på detta
 - verktyg för att lösa designproblem genom att självständigt ta fram skisser och wireframes utifrån komponentbibliotek/style guides
 - att initiera och genomföra kundintervjuer och användningstester med slutanvändare
 - att analysera kundbehov och bedöma affärs- och verksamhetsnytta utifrån data från t.ex. kundenkäter och användarstatistik
 - relevant högskoleutbildning och/eller flerårig erfarenhet av liknande arbetsuppgifter
 - att planera & hålla workshops t.ex. för idégenerering

Övriga meriter
Det är meriterande om du har erfarenhet av:

 - tillgänglighet utifrån WCAG (senaste)
 - Matomo Analytics
 - arbete som utvecklare

Vem är du
Som person

 - är du genuint intresserad av att skapa både kund- och verksamhetsnytta
 - gillar du att samarbeta med andra i designarbetet och känner dig bekväm med att ta emot och ge feedback men är även bekväm med att självständigt på kort varsel ta fram förslag på lösningar
 - trivs du med att entusiasmera andra och visa på möjligheter med digitala lösningar
 - är du analytiskt lagd och kan se hur även en liten förändring kan bidra till att uppfylla ett mål
 - sprider du positiv energi, har ett starkt driv och fokus mot resultat
 - tycker du om att ha många kontaktytor, att jobba i team och att dela med dig av din kunskap till andra

Stor vikt kommer att läggas vid personlig lämplighet för rollen.

Utöver dessa kvalifikationer har du personlig förmåga och fallenhet att arbeta i enlighet med Arbetsförmedlingens medarbetarkriterier:

Medarbetare på Arbetsförmedlingen:
• tar ansvar för sina arbetsprestationer och sitt bidrag till helheten
• anpassar sig till förändring och oförutsedda händelser
• tar initiativ till utveckling och bidrar till förbättring

Vårt erbjudande
Anställningsformen är tillsvidare, heltid, med 6 månaders provanställning för dig som inte redan är tillsvidareanställd på myndigheten. Tillträde enligt överenskommelse. Vi sitter i moderna lokaler i Solna.

Du kommer jobba med kompetenta, drivna kollegor i en organisation med högt engagemang och laganda.

Vi erbjuder förmånliga semesteravtal, möjlighet till flextid, friskvård på arbetstid samt friskvårdsbidrag. Vår arbetsplats består av över 11 000 kompetenta och engagerade medarbetare. Genom att samarbeta och vara öppna för nya perspektiv utvecklas vi som individer och verksamhet. Tillsammans frigör vi möjligheter som får Sverige i arbete.

Läs mer om vår organisation och vårt uppdrag på vår webbplats https://arbetsformedlingen.se/om-oss


Ansökan
Du ansöker genom att klicka på knappen ""ansök"" nedan. Besvara frågorna om din utbildning och arbetslivserfarenhet, samt bifoga ditt CV och ett personligt brev där du beskriver varför du söker jobbet. Intervjuer kan komma att ske löpande.

Observera: Arbetsförmedlingens rekryteringsprocess utgår från evidensbaserat urval och urvalstester kan förekomma i rekryteringen.

Vi arbetar aktivt för att vara en myndighet fri från diskriminering. Det är viktigt för oss att all kompetens tas tillvara och vi välkomnar alla sökande. Vi ser positivt på om du har kunskaper i något av våra nationella minoritetsspråk.",7,"['självständig', 'självständig', 'analytisk', 'kompetent', 'kompetent', 'individ', 'aktiv']",682,True,0.0
911,32794,Mjukvaruutvecklare,Ghost Competence AB,"Ghost Competence söker för TietoEvry Product Development Services (PDS) räkning mjukvaruutvecklare till Luleå. Är du nyutexaminerad eller har jobbat några år kan du vara den person vi söker. För att lyckas i rollen behöver du, förutom god kompetens inom mjukvaruutveckling, vara en lagspelare då arbetet sker i team med Agilt arbetssätt.

Den här tjänsten är en direktrekrytering vilket innebär att rekryteringsprocessen sker genom Ghost Competence och du anställs direkt hos tietoEvry,
All kontakt angående tjänsten ska gå via Ghost Competence


Information om kundföretaget
Är du intresserad av en karriär inom ett företag som utmanar? Välkommen till TietoEvry!

Vi tillhandahåller teknisk expertis inom telekom och molnbaserade lösningar till våra kunder. För närvarande arbetar vi med att utveckla nästa generations mobilnät. 5G, Internet of Things (IoT) och virtualisering är teknikområden där vi ligger i absolut framkant.

TietoEvry eftersträvar öppenhet, självständigt tänkande och att ge människor möjligheten att använda och utveckla sin fulla potential.


Dina arbetsuppgifter
Du kommer att arbeta med systemutveckling i Java samt test och verifiering av utvecklad funktionalitet. Arbetet sker i team på 6-8 personer som tillsammans arbetar för att leverera överenskommen funktionalitet med rätt kvalitet på utsatt tid.

Vi söker dig som
Har en högskoleutbildning inom systemutveckling eller motsvarande med inriktning mot mjukvaruutveckling. Du kan vara nyutexaminerad eller ha några års arbetslivserfarenhet inom området. Vi söker en lagspelare som är initiativtagande, driven och har stark vilja att utvecklas inom IT-området. Vi lägger stor vikt vid dina personliga egenskaper.

God kompetens inom C++/Java/Python. Microservices; Kubernetes/Docker är meriterande liksom god kunskap i Engelska i tal och skrift.

START: Enligt överenskommelse
OMFATTNING: Heltid
ORT: Luleå
Ev. 
Sök tjänsten genom att trycka på ”sök jobbet”. Skapa en användare och ladda upp ditt CV och personliga brev så har du större möjlighet att bli kontaktad av en av våra rekryterare.",2,"['utman', 'självständig']",296,True,3.0
912,32966,Mjukvaruutvecklare,Sigma Connectivity AB,"Sigma Connectivity is a tech house with all the resources needed to bring a product to market under one roof. We run projects that innovate, transform businesses and design new products and services within the areas of IoT, consumer products, MedTech, CleanTech and production technology. Together with world-leading organizations, we continually push the boundaries of technology to deliver connected solutions.

And sometimes, for example in semi-systems, with other embedded software development.

Role and Responsibility

Develop software in Android based systems, that is analyze, design, program, integrate, unit test, debug in full Android stack. (Note: Not just apps.)
Work in teams with other software developers.
Interface customers on engineering level
Contribute in pre-studies and propose technical solutions
Collaborate with specialists and developers from other technical areas like hardware, audio and optics
Investigate and learn new product domains in context of need to design the correct solutions

Requirements


Experience in programming in Android based systems. (Note: Not just apps.)
Knowledge and understanding in embedded software development
Experience in C/C++ orJava programming. Understanding both.

Preferred requirements:

Experience in C/C++ andJava programming.
Experience in working with Qualcomm chipsets
Experience in developing (big) systems of integrated functionality in software and hardware
Experience in developing consumer products
Development tools like Git, Gerrit, Jenkins, Coverity
Creative debugging with multiple sources and techniques like debuggers, log analysis, signal analysis, and protocol sniffers

We Offer

An International working environment
Opportunity to develop cutting edge technology for market leaders and some of the most demanding customers
Extensive hardware and software knowledge and all the equipment to build and test complete products and solutions
Working on a project basis, promoting competence development
At occasions, working on-site with the customer
Being part of a wonderful and experienced team where you will never work alone.
",0,[],292,False,-1.0
913,32970,Systemutvecklare/Programmerare,Modernera AB,"Modernera är ett modernt rekryterings- och bemanningsföretag. www.modernera.se
För en kunds räkning söker vi nu UX/UI-utvecklare. Vår kund är ett ägarlett företag som hjälper e-handlare att öka sin försäljning genom smart konverteringsoptimering. Företaget grundades år 2000, har 30 anställda och kontor i Malmö. Vår kund växer med hela +25% per år i omsättning och antal anställda och är på väg in i en ny spännande era.
Du kommer att jobba i trevliga lokaler i centrala Malmö. Du erbjuds möjlighet att arbeta hemifrån.
Vi söker dig som har ett starkt driv och vill prestera på topp. Vi tror att din inställning, ditt engagemang och förståelse för kvalité kommer vara direkt avgörande till hur du kommer att lyckas i din roll.
Du blir en viktig del i företagets fortsatta tillväxt. Du blir del av ett engagerat och drivet team. Du ska hjälpa vår kund lyfta användarvänligheten och hela den grafiska profilen med moderna tekniker som Vue.JS kombinerat med vassa UX gränssnitt.
Du har
• Upp till 3 års tidigare erfarenhet inom både UI och UX
• Har jobbat med något modernt JS-ramverk: Angular, React, etc. (meriterande om du har jobbat med Vue.js specifikt)
• Älskar UX, användarvänlighet och samspelet mellan moderna tekniker och målgruppen som ska använda verktyget
• Goda kunskaper i svenska och engelska
Vår kund strävar efter att ha en god balans mellan arbete och fritid. Du erbjuds därför bra arbetsvillkor, pension, friskvårdsbidrag och flexibla arbetstider.
Du kommer att bli anställd hos vår kund. Heltid. Provanställning som övergår i en tillsvidareanställning efter sex månader. Tillträde: omgående.
Skriv ”Junior UX/UI-utvecklare – Malmö heltid” i ärenderaden.",1,['vass'],264,True,0.0
914,32972,Systemutvecklare/Programmerare,Modernera AB,"Modernera är ett modernt rekryterings- och bemanningsföretag. www.modernera.se
För en kunds räkning söker vi nu React-utvecklare. Vår kund är en IT-leverantör med starka värderingar som har varit med på listan över Sveriges bästa arbetsplatser flera år i rad. Företaget erbjuder sina kunder både konsulttjänster på plats och helhetsåtaganden som de arbetar med in house. Företaget har funnits sedan 2014 och består idag av ett 40-tal medarbetare.
Du kommer att jobba i trevliga lokaler i centrala Stockholm. Det finns möjlighet att arbeta hemifrån.
Du har:
Upp till 3 års erfarenhet inom utveckling
React.js
JavaScript
HTML5
CSS
Meriterande:
En eftergymnasial utbildning inom IT
Erfarenhet av REST
Har erfarenhet av att jobba med enhets- och integrationstester (Jest/Cypress)
Node.js
Vår kund erbjuder dig karriärmöjligheter på en modern arbetsplats med utmanande arbetsuppgifter och spännande projekt. Du erbjuds bra arbetsvillkor, pension och friskvårdsbidrag.
Du kommer att bli anställd hos vår kund. Deltid. Provanställning som övergår i en tillsvidareanställning efter sex månader. Tillträde: omgående.
Skriv ”Junior React-utvecklare – Stockholm deltid” i ärenderaden.",1,['utman'],165,True,3.0
915,32986,Systemutvecklare/Programmerare,Academic Work Sweden AB,"Som Systemutredare inom produktsäkerhet hos vår kund i Linköping kommer du vara en del av en spännande resa. Här får du möjlighet att vara en del av skapandet av framtidens nätverk och säkerheten kring dessa. Har du ett intresse och erfarenhet av säkerhet inom IT- och teknikbranschen och är redo för nästa steg i karriären? Då ska du skicka in din ansökan nu! Vi jobbar med löpande urval.

OM TJÄNSTEN
I takt med att utvecklingen av bland annat Internet of Things och 5G går framåt blir också aspekten av säkerheten kring dessa områden allt viktigare. Nu letar vi till kommande uppdrag inom produktsäkerhet efter en person som vill vara med och utveckla denna.

Du erbjuds

• En del i ett stort bolag som ligger i framkant och står inför en spännande resa framåt.

• En roll där du du kommer ha stora utvecklingsmöjligheter där en utbildningsplan skrivs ihop dina behov och tidigare kunskaper.

Som konsult för Academic Work erbjuder vi stora möjligheter för dig att växa professionellt, bygga ditt nätverk och skapa värdefulla kontakter för framtiden. Läs mer om vårt konsulterbjudande

ARBETSUPPGIFTER
I rollen som systemutredare kommer du att arbeta med att:
* Säkerställa säkerheten kring produkter och funktioner.


* Vara delaktig i studier för att förfina kravspecifikationer och skapa förslag på implementeringar utifrån dessa.
* Säkerställa och justera processer och utvecklingsflöden relaterade till produktsäkerhet.


VI SÖKER DIG SOM
• Har eftergymnasial utbildning inom exempelvis datateknik, teknsik fysik eller liknande.


* Har tidigare erfarenhet av att arbeta med produktsäkerhet.
* Tidigare har arbetat med nätverksteknik, exempelvis LAN, WAN eller IPSec.
* Har mycket goda kunskaper i svenska och engelska, både i tal och skrift.


Som person är du:

• Samarbetsvillig

• Problemlösande

• Flexibel

Övrig information


* Start: Omgående
* Omfattning: Heltid
* Placering: Linköping
* Rekryteringsprocessen hanteras av Academic Work och kundens önskemål är att alla frågor rörande tjänsten hanteras av Academic Work.


Vi går igenom urvalet löpande och annonsen kan stängas ner innan tjänsten är tillsatt om vi gått över till urvals- och intervjufasen.",0,[],336,False,-1.0
916,32991,Systemutvecklare/Programmerare,Academic Work Sweden AB,"Är du redo att ta ditt första steg i din karriär som systemutvecklare? Ta chansen att söka till vår kunds IT-team! I den här tjänsten kommer du arbeta nära seniora kollegor som agerar mentorer för att du ska trivas och succesivt inskolas i rollen på bästa sätt! Läs mer och sök tjänsten redan idag, då vi arbetar med löpande urval.

OM TJÄNSTEN
I rollen som junior systemutvecklare med inriktning mot integrationer kommer du arbeta i ett leveransteam där du medverkar i flera olika projekt och uppdrag inom vår kunds verksamhet. IT-teamet består idag av flertalet medarbetare med olika fokusområden. Du kommer med teamet skapa relationer, där du utifrån verksamhetens behov deltar med att ta fram lösningsförslag och realiserar dessa förslag. Då du kommer vara en del av ett stort IT-team finns det ett stort kunskapsutbyte och möjlighet att få stöttning när du behöver.

Du erbjuds


* En unik chans till utveckling i din karriär, där du får möjligheten att utveckla din kompetens som systemutvecklare.

* Arbeta för en intressant och samhällsbärande verksamhet.
* En arbetsplats med välkomnande och kompetenta kollegor.



Du kommer vara anställd av Academic Work och arbeta som konsult hos vår kund. Uppdraget kommer att vara på heltid och sträcka sig minst ett år från startdatum. Förutsatt att alla parter är nöjda finns goda chanser att övergå till en anställning direkt hos vår kund. Som konsult för Academic Work erbjuder vi stora möjligheter för dig att växa professionellt, bygga ditt nätverk och skapa värdefulla kontakter för framtiden. Läs mer om vårt konsulterbjudande här 😊.

ARBETSUPPGIFTER
Som junior systemutvecklare med inriktning mot integrationer kommer du bland annat arbeta enligt SCRUM agil metodik med fokus på integrationer inom verksamhetens system. Du kommer att utveckla och förvalta verksamhetskritisk information där du blir en viktig pusselbit.

VI SÖKER DIG SOM
* Har en avslutad högskole/universitetsutbildning inom IT, alternativt motsvarande erfarenhet från arbetslivet.
* Kan kommunicera väl i tal och skrift på svenska och engelska.

Det är meriterande om du har:


* Erfarenhet av att designa IT-lösningar i microsoftmiljö.
* Erfarenhet av systemutveckling och programmering.
* Tidigare erfarenhet av att arbeta med SCRUM som agil metodik


Som person är du:


* Problemlösare
* Noggrann
* Bra på att samarbeta
* Start: Enligt överenskommelse, omgående
* Omfattning: Heltid, långsiktigt uppdrag med goda möjligheter till överrekrytering.
* Placering: Umeå
* Rekryteringsprocessen hanteras av Academic Work och kundens önskemål är att alla frågor rörande tjänsten hanteras av Academic Work.


Vi går igenom urvalet löpande och annonsen kan stängas ner innan tjänsten är tillsatt om vi gått över till urvals- och intervjufasen.",1,['kompetent'],425,True,0.0
917,32992,Systemutvecklare/Programmerare,Academic Work Sweden AB,"Vill du bli en del av utvecklingen av framtidens teknik? Nu har du som junior mjukvaruutvecklare chansen att ta nästa steg i karriären och skapa goda förutsättningar för din fortsatta utveckling. Spännande? Skicka in din ansökan nu!

OM TJÄNSTEN

Du erbjuds


* En plats hos ett bolag som jobbar internationellt med utvecklingen av framtidens teknik inom transportbranschen.
* En roll med stora utvecklingsmöjligheter där växer med hjälp av stöttning av seniora kollegor och ledare.
* Arbetsuppgifter som ligger i linje med den senaste teknologin och bidrar till framtidens utveckling.
* En del i ett gäng med härlig teamkänsla och där man trivs på jobbet!


Som konsult för Academic Work erbjuder vi stora möjligheter för dig att växa professionellt, bygga ditt nätverk och skapa värdefulla kontakter för framtiden. Läs mer om vårt konsulterbjudande

ARBETSUPPGIFTER
I rollen som mjukvaruutvecklare kommer du ha många arbetsuppgifter. Bland annat kommer du att:


* Arbeta med utvecklingen av produkt och mjukvara.
* Testa produkt och mjukvara och analysera felkoder.
* Dokumentera och redovisa det utförda arbetet.


VI SÖKER DIG SOM
* Avslutad högskole- eller yrkesutbildning inom datateknik, mjukvaruutveckling eller motsvarande.


* Erfarenhet av att arbeta i Python.
* Har viss erfarenhet och tidigare kunskaper om inbyggda system.


Som person är du:

• Samarbetsvillig

• Flexibel

• Problemlösande

Övrig information


* Start: Omgående
* Omfattning: Heltid
* Placering: Linköping
* Rekryteringsprocessen hanteras av Academic Work och kundens önskemål är att alla frågor rörande tjänsten hanteras av Academic Work.


Vi går igenom urvalet löpande och annonsen kan stängas ner innan tjänsten är tillsatt om vi gått över till urvals- och intervjufasen.",2,"['ledare', 'leda']",263,True,0.0
918,32993,Systemutvecklare/Programmerare,Academic Work Sweden AB,"Vill du jobba med systemutveckling på en arbetsplats med stort förtroende på marknaden? Vår kund utvecklar mjukvara minst lika bra som de utvecklar människor! Här blir du del av en fartfylld arbetsmiljö där nytänkande står i fokus - hos en av stans moderna och jordnära IT-konsultbolag. Sök idag, vi tillämpar löpande urval!

OM TJÄNSTEN
Du kommer vara del av ett utvecklarteam med bred kompetens och mångfald där varje kollega har ett enormt driv och engagemang som genomsyrar arbetsplatsen. Du kommer ha erfarna och kompetenta kollegor i ryggen och tackla projekt tillsammans - hos Acorn tillämpas parprogrammering och det finns alltid kollegor som gärna delar med sig av sin kunskap.

Du erbjuds


* Dagliga äventyr - både i form av utmanande arbetsuppgifter och härliga friskvårdsprojekt i naturen
* Kontinuerlig kompetensutveckling
* En arbetsplats med stark kultur och engagerade kollegor
* En plats i ett nytänkande konsultbolag där människan ständigt står i centrum


Som konsult för Academic Work erbjuder vi stora möjligheter för dig att växa professionellt, bygga ditt nätverk och skapa värdefulla kontakter för framtiden. Läs mer om vårt konsulterbjudande.

ARBETSUPPGIFTER
Du kommer jobba som konsult gentemot gentemot en av Acorns kunder där de flesta av projekten drivs inhouse. Du kommer stundtals vara ute hos kund i uppstartsfaserna för att få så god kännedom av behovet som möjligt. Stacken består bland annat av Typescript och node js som kommer utgöra ditt största fokus, men du kommer löpande lära dig nya tekniker för att tackla nästa projekt. Under din första tid hos Acorn kommer stort fokus ligga på att utveckla dig och dina kunskaper så att du på sikt kommer vara självgående och briljera tillsammans med dina teammedlemmar.

VI SÖKER DIG SOM
* Har en relevant högskole- eller civilingejörsexamen


* Genuint intresse för programmering med en stark vilja att utvecklas
* Obehindrad i engelska, både i tal och skrift
* Goda kunskaper i svenska


Det är meriterande om du har tidigare erfarenhet av frontend-programmering eller har arbetat med egna projekt.

Som person är du:


* Problemlösande
* Flexibel
* Bra på att samarbeta


Övrig information


* Start: Enligt överenskommelse
* Omfattning: Heltid, långsiktigt
* Placering: Drottninggatan, Göteborg.
* Rekryteringsprocessen hanteras av Academic Work och vår kunds önskemål är att alla frågor rörande tjänsten hanteras av Academic Work.


Vi går igenom urvalet löpande och annonsen kan stängas ner innan tjänsten är tillsatt om vi gått över till urvals- och intervjufasen.

INFORMATION OM FÖRETAGET
Acorn",4,"['kompetent', 'äventyr', 'utman', 'självgå']",401,True,0.0
